,Season,Year,Month,Hour,Holiday,Weekday,Working day,Weather situation,Temperature (normalized),Feels-like temperature (normalized),Humidity (normalized),Windspeed,Rental bikes count
5915,Winter,0,2,20,0,2,1,Clear or partly cloudy,0.16,0.1364,0.4,0.3284,56
5916,Fall,1,10,12,0,2,1,Misty and/or cloudy,0.6,0.5455,0.88,0.194,104
5917,Spring,1,3,20,0,5,1,Clear or partly cloudy,0.66,0.6212,0.47,0.1343,445
5918,Spring,1,6,10,0,4,1,Clear or partly cloudy,0.64,0.6061,0.65,0.4179,179
5919,Summer,0,6,4,0,6,0,Clear or partly cloudy,0.64,0.6212,0.57,0.194,11
5920,Fall,0,12,9,0,5,1,Clear or partly cloudy,0.36,0.3333,0.46,0.3881,243
5921,Winter,1,2,9,0,2,1,Clear or partly cloudy,0.28,0.2576,0.45,0.3582,232
5922,Spring,1,5,19,0,2,1,Clear or partly cloudy,0.66,0.6212,0.69,0.1642,512
5923,Fall,0,10,4,0,4,1,Clear or partly cloudy,0.44,0.4394,0.62,0.2836,5
5924,Fall,0,10,8,0,0,0,Misty and/or cloudy,0.34,0.3333,0.76,0.194,64
5925,Winter,1,1,6,0,1,1,Misty and/or cloudy,0.22,0.2273,0.6,0.1343,88
5926,Winter,1,12,19,0,4,1,Clear or partly cloudy,0.24,0.2121,0.6,0.2836,117
5927,Spring,1,6,4,0,1,1,Clear or partly cloudy,0.64,0.5909,0.78,0.1343,7
5928,Fall,1,11,15,0,1,1,Clear or partly cloudy,0.42,0.4242,0.35,0.0896,230
5929,Summer,0,7,0,0,2,1,Clear or partly cloudy,0.74,0.697,0.66,0.1045,51
5930,Winter,1,2,7,0,0,0,Clear or partly cloudy,0.08,0.0909,0.53,0.194,18
5931,Summer,0,8,7,0,3,1,Clear or partly cloudy,0.66,0.6212,0.65,0.0896,308
5932,Summer,1,8,6,0,4,1,Clear or partly cloudy,0.66,0.6061,0.83,0.0,183
5933,Summer,1,9,10,0,0,0,Clear or partly cloudy,0.62,0.6212,0.5,0.1045,490
5934,Fall,1,10,15,0,0,0,Misty and/or cloudy,0.5,0.4848,0.63,0.4925,301
5935,Summer,1,9,3,0,5,1,Clear or partly cloudy,0.62,0.5758,0.83,0.0896,9
5936,Spring,1,4,9,0,5,1,Clear or partly cloudy,0.42,0.4242,0.41,0.1642,330
5937,Spring,1,4,12,0,0,0,Clear or partly cloudy,0.64,0.6212,0.44,0.2836,635
5938,Fall,0,12,15,0,5,1,Clear or partly cloudy,0.42,0.4242,0.41,0.0896,199
5939,Summer,0,8,13,0,1,1,Clear or partly cloudy,0.9,0.803,0.31,0.2985,150
5940,Summer,0,8,17,0,5,1,Clear or partly cloudy,0.78,0.7121,0.49,0.2985,550
5941,Spring,0,4,10,0,6,0,Misty and/or cloudy,0.42,0.4242,0.88,0.2239,129
5942,Fall,1,10,5,0,0,0,Clear or partly cloudy,0.38,0.3939,0.66,0.0896,10
5943,Spring,1,4,10,0,0,0,Light snow or light rain,0.38,0.3939,0.82,0.3284,68
5944,Spring,1,6,20,0,6,0,Clear or partly cloudy,0.62,0.6212,0.35,0.2836,399
5945,Spring,1,4,14,0,0,0,Clear or partly cloudy,0.7,0.6364,0.39,0.2836,628
5946,Summer,0,7,17,1,1,0,Clear or partly cloudy,0.8,0.7273,0.46,0.0,436
5947,Spring,0,5,10,0,2,1,Misty and/or cloudy,0.64,0.6061,0.69,0.3582,127
5948,Winter,1,3,17,0,4,1,Clear or partly cloudy,0.62,0.6212,0.38,0.6567,597
5949,Summer,0,8,11,0,1,1,Misty and/or cloudy,0.72,0.6818,0.62,0.2537,153
5950,Fall,1,12,22,0,4,1,Clear or partly cloudy,0.26,0.2879,0.6,0.0896,148
5951,Summer,1,9,9,0,6,0,Misty and/or cloudy,0.76,0.7121,0.58,0.194,237
5952,Winter,1,2,0,0,0,0,Misty and/or cloudy,0.34,0.303,0.39,0.3582,74
5953,Summer,1,7,3,0,0,0,Misty and/or cloudy,0.68,0.6364,0.89,0.1642,57
5954,Spring,0,5,2,0,2,1,Light snow or light rain,0.56,0.5303,0.88,0.0,8
5955,Spring,0,6,15,0,6,0,Misty and/or cloudy,0.74,0.6515,0.27,0.4179,404
5956,Spring,0,3,12,0,3,1,Misty and/or cloudy,0.34,0.3333,0.46,0.1642,80
5957,Winter,0,3,8,0,5,1,Clear or partly cloudy,0.18,0.197,0.74,0.1343,228
5958,Winter,0,12,19,0,4,1,Misty and/or cloudy,0.44,0.4394,0.62,0.0,142
5959,Winter,0,2,2,1,1,0,Misty and/or cloudy,0.34,0.303,0.42,0.3284,4
5960,Spring,1,5,18,0,2,1,Clear or partly cloudy,0.7,0.6515,0.61,0.0896,733
5961,Summer,0,8,9,0,6,0,Misty and/or cloudy,0.7,0.6667,0.84,0.4179,156
5962,Winter,0,3,20,0,4,1,Clear or partly cloudy,0.42,0.4242,0.67,0.2239,137
5963,Spring,0,5,5,0,1,1,Misty and/or cloudy,0.44,0.4394,0.77,0.1343,20
5964,Winter,1,12,0,1,2,0,Light snow or light rain,0.24,0.2576,0.93,missing,13
5965,Summer,1,9,10,0,2,1,Clear or partly cloudy,0.62,0.6212,0.38,0.0,196
5966,Spring,0,5,3,0,0,0,Misty and/or cloudy,0.52,0.5,1.0,0.0,32
5967,Spring,1,5,22,0,3,1,Clear or partly cloudy,0.66,0.6212,0.69,0.1045,217
5968,Summer,0,8,22,0,6,0,Misty and/or cloudy,0.7,0.6667,0.74,0.194,223
5969,Summer,0,7,23,0,5,1,Clear or partly cloudy,0.64,0.6212,0.61,0.1642,167
5970,Summer,1,9,5,0,1,1,Clear or partly cloudy,0.5,0.4848,0.72,0.2537,40
5971,Winter,0,1,6,0,0,0,Clear or partly cloudy,0.1,0.0909,0.49,0.2836,1
5972,Fall,0,11,23,0,3,1,Clear or partly cloudy,0.28,0.2576,0.52,0.2836,50
5973,Fall,1,10,7,0,6,0,Clear or partly cloudy,0.3,0.303,0.61,0.1642,70
5974,Winter,1,3,1,0,6,0,Misty and/or cloudy,0.44,0.4394,0.94,0.0,69
5975,Winter,1,12,15,1,2,0,Clear or partly cloudy,0.36,0.3333,0.5,0.2537,107
5976,Spring,1,5,1,0,2,1,Misty and/or cloudy,0.52,0.5,0.59,0.2239,9
5977,Spring,0,5,19,0,2,1,Clear or partly cloudy,0.6,0.6212,0.43,0.2239,434
5978,Summer,1,8,14,0,5,1,Misty and/or cloudy,0.86,0.7879,0.44,0.2537,331
5979,Winter,1,1,20,0,5,1,Clear or partly cloudy,0.34,0.303,0.53,0.3582,159
5980,Summer,0,8,22,0,3,1,Clear or partly cloudy,0.7,0.6515,0.65,0.194,171
5981,Winter,1,1,22,0,5,1,Clear or partly cloudy,0.2,0.1818,0.47,0.3284,65
5982,Winter,0,12,9,0,2,1,Light snow or light rain,0.32,0.3333,0.66,0.1045,104
5983,Spring,0,4,4,0,1,1,Clear or partly cloudy,0.38,0.3939,0.71,0.2985,2
5984,Summer,0,9,21,0,6,0,Clear or partly cloudy,0.68,0.6364,0.83,0.1343,164
5985,Spring,1,5,13,0,4,1,Clear or partly cloudy,0.54,0.5152,0.39,0.4478,318
5986,Fall,1,12,6,0,3,1,Misty and/or cloudy,0.26,0.2424,0.6,0.2537,128
5987,Summer,0,8,19,0,4,1,Clear or partly cloudy,0.66,0.6061,0.83,0.1045,141
5988,Summer,0,7,18,0,4,1,Clear or partly cloudy,0.84,0.7576,0.44,0.2985,562
5989,Summer,1,9,18,0,3,1,Clear or partly cloudy,0.58,0.5455,0.4,0.2836,892
5990,Spring,0,6,15,0,3,1,Clear or partly cloudy,0.9,0.8333,0.39,0.2985,152
5991,Spring,0,6,5,0,0,0,Clear or partly cloudy,0.62,0.5606,0.88,0.2239,10
5992,Winter,0,2,19,0,2,1,Misty and/or cloudy,0.24,0.2424,0.81,0.1343,108
5993,Spring,0,4,13,0,6,0,Light snow or light rain,0.46,0.4545,0.94,0.5224,58
5994,Fall,0,10,7,0,3,1,Clear or partly cloudy,0.46,0.4545,0.77,0.1045,301
5995,Summer,1,8,16,0,0,0,Clear or partly cloudy,0.82,0.7576,0.46,0.2537,421
5996,Spring,1,6,1,0,5,1,Clear or partly cloudy,0.58,0.5455,0.78,0.194,51
5997,Winter,1,1,15,0,1,1,Light snow or light rain,0.22,0.2273,0.75,0.1642,69
5998,Winter,1,2,4,0,0,0,Misty and/or cloudy,0.1,0.0455,0.46,0.7164,1
5999,Winter,1,2,9,0,2,1,Clear or partly cloudy,0.32,0.3333,0.49,0.0,289
6000,Winter,0,2,8,0,2,1,Misty and/or cloudy,0.12,0.1212,0.8,0.2537,114
6001,Winter,0,12,22,0,4,1,Clear or partly cloudy,0.28,0.2879,0.65,0.1343,55
6002,Spring,0,3,5,0,3,1,Light snow or light rain,0.32,0.3182,0.87,0.194,10
6003,Spring,1,4,23,0,4,1,Clear or partly cloudy,0.42,0.4242,0.35,0.194,94
6004,Winter,0,1,19,0,0,0,Clear or partly cloudy,0.12,0.1212,0.3,0.2836,50
6005,Fall,0,11,9,0,5,1,Clear or partly cloudy,0.32,0.3485,0.76,0.0,95
6006,missing,0,11,1,0,6,0,Clear or partly cloudy,0.32,0.303,0.45,0.2985,62
6007,Fall,missing,12,21,0,0,0,Clear or partly cloudy,0.22,0.2727,0.55,0.0,63
6008,Winter,1,3,21,0,5,1,Misty and/or cloudy,0.44,0.4394,0.94,0.0,152
6009,Fall,0,11,14,0,4,1,Light snow or light rain,0.36,0.3333,0.87,0.2836,64
6010,Fall,1,11,2,0,4,1,Clear or partly cloudy,0.22,0.2727,0.64,0.0,7
6011,Fall,1,10,3,0,2,1,Light snow or light rain,0.36,0.3333,0.87,0.2836,3
6012,Summer,0,7,8,0,3,1,Misty and/or cloudy,0.72,0.697,0.74,0.1045,428
6013,Spring,0,5,7,0,6,0,Clear or partly cloudy,0.54,0.5152,0.73,0.1343,43
6014,Spring,1,3,5,0,3,1,Misty and/or cloudy,0.5,0.4848,0.88,0.1343,39
6015,Summer,0,7,10,0,4,1,Clear or partly cloudy,0.7,0.6364,0.42,0.2537,127
6016,Summer,1,8,10,0,1,1,Misty and/or cloudy,0.76,0.6818,0.4,0.0,199
6017,Fall,1,11,9,0,5,1,Clear or partly cloudy,0.24,0.2576,0.75,0.0896,330
6018,Winter,1,2,14,1,1,0,Clear or partly cloudy,0.32,0.3182,0.36,0.194,263
6019,Fall,1,11,22,0,0,0,Misty and/or cloudy,0.36,0.3333,0.66,0.2537,74
6020,Winter,1,1,0,1,1,0,Clear or partly cloudy,0.4,0.4091,0.4,0.4627,39
6021,Spring,1,5,4,0,6,0,Clear or partly cloudy,0.48,0.4697,0.59,0.0896,14
6022,Spring,1,5,20,0,1,1,Clear or partly cloudy,0.64,0.6061,0.69,0.1343,336
6023,Winter,0,1,23,0,3,1,Clear or partly cloudy,0.14,0.1061,0.59,0.4179,20
6024,Fall,0,11,17,0,0,0,Clear or partly cloudy,0.54,0.5152,0.56,0.194,204
6025,Summer,0,9,22,0,4,1,Clear or partly cloudy,0.44,0.4394,0.67,0.2836,115
6026,Fall,1,9,13,0,2,1,Clear or partly cloudy,0.64,0.6212,0.47,0.2537,305
6027,Summer,0,7,21,0,3,1,Clear or partly cloudy,0.8,0.803,0.66,0.1642,242
6028,Spring,1,6,10,0,6,0,Clear or partly cloudy,0.7,0.6515,0.51,0.1045,466
6029,Winter,1,1,19,0,0,0,Clear or partly cloudy,0.32,0.303,0.29,0.2537,159
6030,Spring,1,4,12,0,3,1,Clear or partly cloudy,0.54,0.5152,0.28,0.2836,269
6031,Summer,1,9,4,0,5,1,Clear or partly cloudy,0.54,0.5152,0.77,0.0,12
6032,Spring,1,3,13,0,6,0,Light snow or light rain,0.52,0.5,0.94,0.2537,196
6033,Summer,0,9,22,0,2,1,Misty and/or cloudy,0.54,0.5152,0.94,0.3284,84
6034,Spring,1,5,6,0,4,1,Misty and/or cloudy,0.6,0.5455,0.88,0.1642,156
6035,Winter,1,1,22,0,2,1,Clear or partly cloudy,0.32,0.3485,0.81,0.0,125
6036,Summer,1,8,9,0,3,1,Misty and/or cloudy,0.68,0.6364,0.74,0.0896,350
6037,Fall,0,11,11,0,4,1,Clear or partly cloudy,0.44,0.4394,0.67,0.194,120
6038,Fall,0,missing,3,0,2,1,Misty and/or cloudy,0.52,0.5,0.88,0.1045,3
6039,Fall,0,9,19,0,3,1,Light snow or light rain,0.66,0.6061,0.83,0.2537,372
6040,Winter,0,3,20,0,5,1,Clear or partly cloudy,0.62,0.6212,0.46,missing,149
6041,Fall,0,10,7,0,0,0,Clear or partly cloudy,0.44,0.4394,0.86,0.0,44
6042,Winter,1,1,18,0,4,1,Clear or partly cloudy,0.34,0.3333,0.36,0.1642,383
6043,Winter,0,2,16,0,5,1,Clear or partly cloudy,0.3,0.2879,0.28,0.194,125
6044,Summer,1,9,2,0,1,1,Clear or partly cloudy,0.54,0.5152,0.6,0.3582,17
6045,Winter,0,2,2,0,6,0,Clear or partly cloudy,0.44,0.4394,0.13,0.3881,17
6046,Summer,0,8,4,0,3,1,Clear or partly cloudy,0.7,0.6515,0.54,0.1343,5
6047,Spring,1,6,13,0,5,1,Clear or partly cloudy,missing,0.6364,0.42,0.2537,393
6048,Winter,1,1,4,0,4,1,Clear or partly cloudy,0.12,0.1515,0.54,0.1045,1
6049,Summer,1,6,11,0,1,1,Clear or partly cloudy,0.8,0.7273,0.43,0.3284,181
6050,Summer,1,9,13,0,5,1,Misty and/or cloudy,0.7,0.6515,0.54,0.194,408
6051,Winter,1,3,17,0,4,1,Clear or partly cloudy,0.56,0.5303,0.35,0.2985,600
6052,Fall,1,9,5,0,1,1,Clear or partly cloudy,0.46,0.4545,0.63,0.0,37
6053,Spring,0,4,5,0,6,0,Misty and/or cloudy,0.3,0.2879,0.93,0.2239,5
6054,missing,1,12,10,0,3,1,Misty and/or cloudy,0.3,0.303,0.56,0.1642,136
6055,Winter,1,3,9,0,3,1,Clear or partly cloudy,0.52,0.5,0.68,0.0,351
6056,Winter,0,2,14,0,2,1,Clear or partly cloudy,0.22,0.197,0.37,0.4179,64
6057,Summer,1,7,9,0,2,1,Clear or partly cloudy,0.72,0.6818,0.7,0.1045,333
6058,Spring,0,5,14,0,4,1,Light snow or light rain,0.54,0.5152,0.73,0.194,180
6059,Summer,1,9,7,0,3,1,Misty and/or cloudy,0.7,0.6667,0.79,0.2537,500
6060,Winter,0,2,14,0,6,0,Clear or partly cloudy,0.46,0.4545,0.15,0.6567,196
6061,Summer,0,8,18,0,6,0,Clear or partly cloudy,0.76,0.7121,0.58,0.2537,394
6062,Summer,1,8,0,0,6,0,Misty and/or cloudy,0.64,0.5758,0.83,0.2239,105
6063,Summer,0,8,12,0,0,0,Clear or partly cloudy,0.82,0.803,0.59,0.2836,374
6064,Fall,1,11,13,0,0,0,Misty and/or cloudy,0.26,0.2576,0.41,0.1642,195
6065,Winter,1,1,17,0,5,1,Clear or partly cloudy,0.46,0.4545,0.36,0.2239,476
6066,Spring,0,4,4,0,3,1,Clear or partly cloudy,0.56,0.5303,0.94,0.2239,6
6067,Spring,0,4,22,0,6,0,Clear or partly cloudy,0.32,0.303,0.61,0.2985,55
6068,Fall,1,12,2,0,6,0,Clear or partly cloudy,0.26,0.303,0.81,0.0,69
6069,Summer,1,6,8,0,6,0,Clear or partly cloudy,0.64,0.5758,0.89,0.1642,194
6070,Summer,1,7,17,0,6,0,Clear or partly cloudy,0.82,0.7576,0.46,0.194,479
6071,Summer,1,7,20,0,5,1,Clear or partly cloudy,0.86,0.7727,0.39,0.1045,336
6072,Fall,1,11,12,1,4,0,Clear or partly cloudy,0.44,0.4394,0.35,0.0,262
6073,Winter,1,1,14,0,6,0,Clear or partly cloudy,0.5,0.4848,0.42,0.2836,512
6074,Spring,0,3,18,0,5,1,Clear or partly cloudy,0.3,0.2879,0.39,0.2537,198
6075,Summer,0,9,15,0,4,1,Misty and/or cloudy,0.6,0.5909,0.69,0.4179,135
6076,Spring,1,3,14,0,1,1,Clear or partly cloudy,0.48,0.4697,0.33,0.4478,217
6077,Winter,1,1,15,0,5,1,Clear or partly cloudy,0.48,0.4697,0.51,0.3284,197
6078,Fall,1,11,12,0,3,1,Clear or partly cloudy,0.34,0.303,0.42,0.3881,208
6079,Winter,0,1,19,0,3,1,Clear or partly cloudy,0.32,0.2879,0.57,0.4179,112
6080,Fall,1,12,8,0,3,1,Misty and/or cloudy,0.26,0.2576,0.65,0.1642,688
6081,Summer,0,9,18,0,6,0,Misty and/or cloudy,0.52,0.5,0.72,0.2239,329
6082,Winter,1,2,0,0,4,1,Clear or partly cloudy,0.46,0.4545,0.59,0.1343,31
6083,Spring,0,3,6,0,6,0,Clear or partly cloudy,0.18,0.1818,0.55,0.194,10
6084,Summer,0,8,7,0,0,0,Light snow or light rain,0.62,0.5758,0.83,0.3582,1
6085,Summer,0,6,10,0,0,0,Clear or partly cloudy,0.72,0.6667,0.48,0.1045,332
6086,Summer,1,8,7,0,1,1,Light snow or light rain,0.72,0.6818,0.7,0.194,407
6087,Summer,1,8,12,0,3,1,Clear or partly cloudy,0.74,0.6818,0.55,0.2239,307
6088,Fall,0,12,0,0,6,0,Clear or partly cloudy,0.3,0.2879,0.49,0.2836,62
6089,Spring,1,5,3,0,4,1,Clear or partly cloudy,0.46,0.4545,0.88,0.2239,3
6090,Winter,1,3,23,0,1,1,Clear or partly cloudy,0.56,0.5303,0.56,0.2239,63
6091,Winter,0,3,22,0,3,1,Misty and/or cloudy,0.4,0.4091,0.62,0.3881,59
6092,Fall,1,10,9,0,4,1,Misty and/or cloudy,0.5,0.4848,0.77,0.1642,387
6093,Fall,1,10,10,0,3,1,Misty and/or cloudy,0.54,0.5152,0.73,0.0,171
6094,Spring,0,5,21,0,6,0,Clear or partly cloudy,0.66,0.6212,0.74,0.2985,201
6095,Fall,0,11,14,0,1,1,Clear or partly cloudy,0.62,0.6212,0.46,0.4478,185
6096,Summer,0,8,12,0,0,0,Clear or partly cloudy,0.9,0.8485,0.42,0.2985,370
6097,Summer,1,6,1,0,6,0,Light snow or light rain,0.64,0.5758,0.89,0.2239,58
6098,Summer,1,9,23,0,0,0,Clear or partly cloudy,0.54,0.5152,0.68,0.1045,94
6099,Winter,1,2,20,0,1,1,Clear or partly cloudy,0.48,0.4697,0.33,0.3582,219
6100,Summer,1,7,7,0,5,1,Clear or partly cloudy,0.78,0.697,0.46,0.1343,353
6101,Fall,0,12,12,0,2,1,Clear or partly cloudy,0.36,0.3333,0.43,0.3582,167
6102,Spring,0,4,20,0,4,1,Clear or partly cloudy,0.58,0.5455,0.43,0.2239,269
6103,Spring,1,4,0,0,0,0,Clear or partly cloudy,0.44,0.4394,0.24,0.2239,85
6104,Spring,0,6,1,0,3,1,Clear or partly cloudy,0.7,0.6667,0.84,0.2537,17
6105,Spring,0,6,11,0,0,0,Misty and/or cloudy,0.64,0.6061,0.69,0.1045,335
6106,Winter,1,3,21,0,6,0,Clear or partly cloudy,0.54,0.5152,0.68,0.1642,223
6107,Fall,1,12,3,0,6,0,Misty and/or cloudy,0.24,0.2879,0.81,0.0,23
6108,Summer,0,9,11,0,4,1,Misty and/or cloudy,0.64,0.5758,0.89,0.194,165
6109,Fall,0,11,20,0,2,1,Clear or partly cloudy,0.4,0.4091,0.71,0.0,209
6110,Summer,1,8,20,0,0,0,Clear or partly cloudy,0.7,0.6667,0.84,0.1045,193
6111,Fall,1,12,7,0,6,0,Misty and/or cloudy,0.24,0.2576,0.75,0.0896,48
6112,Spring,0,3,23,0,1,1,Clear or partly cloudy,0.28,0.2576,0.24,0.2985,19
6113,Winter,1,2,15,0,1,1,Clear or partly cloudy,0.42,0.4242,0.32,0.2836,171
6114,Summer,0,9,8,0,5,1,Light snow or light rain,0.62,0.5455,0.94,0.1642,288
6115,Winter,0,2,22,1,1,0,Light snow or light rain,0.2,0.1667,0.75,0.4179,11
6116,Winter,1,1,13,0,1,1,Light snow or light rain,0.22,0.2576,0.93,0.0896,37
6117,Winter,0,1,9,0,3,1,Clear or partly cloudy,0.22,0.197,0.37,0.3284,115
6118,Spring,0,5,1,0,2,1,Misty and/or cloudy,0.6,0.5152,0.94,0.1642,15
6119,Fall,1,12,7,0,3,1,Clear or partly cloudy,0.26,0.2727,0.75,0.1343,363
6120,Summer,1,6,8,0,1,1,Clear or partly cloudy,0.66,0.6212,0.69,0.194,608
6121,Spring,1,5,20,0,3,1,Clear or partly cloudy,0.52,0.5,0.77,0.2537,338
6122,Fall,0,11,8,1,4,0,Clear or partly cloudy,0.3,0.3182,0.65,0.0896,46
6123,Spring,1,4,21,0,2,1,Clear or partly cloudy,0.56,0.5303,0.26,0.2985,297
6124,Spring,1,4,20,0,2,1,Clear or partly cloudy,0.6,0.6061,0.23,0.2836,402
6125,Summer,1,7,16,0,5,1,Clear or partly cloudy,0.84,0.7727,0.47,0.2239,499
6126,Fall,1,12,20,0,3,1,Clear or partly cloudy,0.3,0.2879,0.52,0.2836,268
6127,Fall,1,11,5,0,6,0,Clear or partly cloudy,0.28,0.3182,0.87,0.0,10
6128,Winter,0,12,22,0,6,0,Clear or partly cloudy,0.24,0.2879,0.52,0.0,20
6129,Summer,1,7,22,0,4,1,Clear or partly cloudy,0.72,0.6667,0.51,0.1642,318
6130,Winter,1,2,0,0,6,0,Clear or partly cloudy,0.26,0.2727,0.7,0.1045,86
6131,Fall,0,11,23,0,4,1,Clear or partly cloudy,0.26,0.2576,0.52,0.2239,58
6132,Spring,1,3,23,0,4,1,Clear or partly cloudy,0.42,0.4242,0.47,0.2985,94
6133,Fall,1,10,16,0,3,1,Misty and/or cloudy,0.72,0.6667,0.58,0.0,478
6134,Summer,0,8,1,0,1,1,Clear or partly cloudy,0.72,0.697,0.74,0.194,17
6135,Spring,1,6,14,0,3,1,Clear or partly cloudy,0.64,0.6212,0.38,0.0,302
6136,Spring,0,6,10,0,4,1,Clear or partly cloudy,0.86,0.8182,0.5,0.2836,94
6137,Winter,0,1,15,0,1,1,Misty and/or cloudy,0.2,0.197,0.4,0.2239,45
6138,Spring,1,4,18,0,2,1,Clear or partly cloudy,0.5,0.4848,0.18,0.0,632
6139,Fall,1,12,10,0,0,0,Misty and/or cloudy,0.4,0.4091,0.87,0.2836,219
6140,Spring,0,5,1,0,5,1,Clear or partly cloudy,0.52,0.5,0.83,0.1642,20
6141,Spring,0,5,20,0,4,1,Clear or partly cloudy,0.5,0.4848,0.34,0.1642,258
6142,Fall,0,11,4,0,2,1,Clear or partly cloudy,0.34,0.3182,0.81,0.2239,8
6143,Fall,0,9,13,0,6,0,Clear or partly cloudy,0.64,0.5909,0.78,0.0,460
6144,Summer,0,8,3,0,5,1,Clear or partly cloudy,0.64,0.5909,0.78,0.0896,6
6145,Spring,1,5,5,0,3,1,Light snow or light rain,0.56,0.5303,0.88,0.2537,35
6146,Fall,1,11,7,0,4,1,Clear or partly cloudy,0.2,0.2576,0.64,0.0,362
6147,Winter,0,3,3,0,2,1,Clear or partly cloudy,0.24,0.2576,0.52,0.0896,7
6148,Summer,0,9,6,0,3,1,Misty and/or cloudy,0.54,0.5152,1.0,0.194,117
6149,Spring,1,4,19,0,2,1,Clear or partly cloudy,0.56,0.5303,0.26,0.1045,558
6150,Fall,0,11,7,0,4,1,Light snow or light rain,0.34,0.3182,0.61,0.2836,168
6151,Fall,1,11,3,0,3,1,Clear or partly cloudy,0.28,0.2879,0.87,0.1045,2
6152,Spring,0,5,10,0,0,0,Clear or partly cloudy,0.58,0.5455,0.83,0.2239,226
6153,Summer,1,6,16,0,5,1,Clear or partly cloudy,0.9,0.803,0.31,0.2239,380
6154,Spring,0,5,17,0,1,1,Clear or partly cloudy,0.66,0.6212,0.65,0.194,537
6155,Fall,1,11,9,0,1,1,Misty and/or cloudy,0.36,0.3333,0.66,0.2537,278
6156,Summer,0,8,3,0,5,1,Clear or partly cloudy,0.62,0.6212,0.53,0.1642,9
6157,Spring,1,4,3,0,5,1,Clear or partly cloudy,0.34,0.303,0.53,0.3284,8
6158,Summer,1,7,18,0,1,1,Clear or partly cloudy,0.82,0.7576,0.46,0.1045,741
6159,Winter,1,3,2,0,2,1,Clear or partly cloudy,0.54,0.5152,0.88,0.0896,10
6160,Fall,1,10,2,0,3,1,Misty and/or cloudy,0.3,0.303,0.81,0.1343,7
6161,Spring,0,5,0,0,3,1,Misty and/or cloudy,0.52,0.5,0.55,0.1343,38
6162,Fall,0,9,23,0,4,1,Clear or partly cloudy,0.52,0.5,0.77,0.1045,81
6163,Spring,0,4,4,0,6,0,Misty and/or cloudy,0.42,0.4242,0.54,0.2239,7
6164,Fall,0,12,21,0,6,0,Clear or partly cloudy,0.22,0.2121,0.44,0.2239,83
6165,Summer,1,7,13,0,0,0,Clear or partly cloudy,0.92,0.8333,0.33,0.2537,420
6166,Spring,0,5,5,0,5,1,Clear or partly cloudy,0.44,0.4394,0.94,0.1045,28
6167,Spring,missing,6,14,0,4,1,Clear or partly cloudy,0.7,0.6515,0.54,0.2836,298
6168,Spring,1,3,23,0,3,1,Clear or partly cloudy,0.54,0.5152,0.77,0.0,125
6169,Spring,1,5,11,0,1,1,Misty and/or cloudy,0.6,0.5606,0.83,0.1642,106
6170,Summer,1,7,18,0,5,1,Clear or partly cloudy,0.82,0.7576,0.46,0.1642,622
6171,Summer,0,9,2,0,2,1,Clear or partly cloudy,0.6,0.5758,0.78,0.0,2
6172,Summer,0,8,5,0,3,1,Clear or partly cloudy,0.56,0.5303,0.73,0.1045,27
6173,Spring,1,5,22,0,2,1,Clear or partly cloudy,0.58,0.5455,0.78,0.2239,83
6174,Fall,1,10,8,0,1,1,Misty and/or cloudy,0.46,0.4545,0.77,0.1045,784
6175,Winter,1,3,8,0,3,1,Clear or partly cloudy,0.28,0.2576,0.61,0.2985,566
6176,Fall,0,9,2,0,5,1,Clear or partly cloudy,0.52,0.5,0.83,0.1045,15
6177,Fall,0,12,12,0,1,1,Clear or partly cloudy,0.28,0.2879,0.52,0.1045,145
6178,Fall,0,10,21,0,0,0,Clear or partly cloudy,0.54,0.5152,0.52,0.3881,102
6179,Spring,0,6,3,0,1,1,Clear or partly cloudy,0.58,0.5455,0.88,0.0,5
6180,Fall,0,11,9,0,0,0,Clear or partly cloudy,0.44,0.4394,0.72,0.1642,138
6181,Summer,1,9,9,0,3,1,Clear or partly cloudy,0.6,0.6061,0.64,0.1343,328
6182,Fall,1,12,2,0,1,1,Clear or partly cloudy,0.42,0.4242,0.77,0.1642,10
6183,Spring,1,4,17,0,0,0,Clear or partly cloudy,0.52,0.5,0.55,0.2836,555
6184,Winter,0,3,0,0,5,1,Clear or partly cloudy,0.42,0.4242,0.58,0.2836,29
6185,Summer,1,7,19,0,4,1,Clear or partly cloudy,0.84,0.7576,0.44,0.2537,533
6186,Summer,0,7,6,0,0,0,Clear or partly cloudy,0.64,0.5909,0.78,0.0896,25
6187,Spring,0,6,8,0,0,0,Clear or partly cloudy,0.7,0.6667,0.74,0.0,92
6188,Winter,1,2,8,0,0,0,Clear or partly cloudy,0.2,0.197,0.51,0.2537,59
6189,Summer,1,8,19,0,2,1,Light snow or light rain,0.62,0.5909,0.73,0.1045,476
6190,Spring,1,5,9,0,1,1,Misty and/or cloudy,0.5,0.4848,0.82,0.2239,350
6191,Spring,0,4,11,0,6,0,Light snow or light rain,0.42,0.4242,0.94,0.4478,31
6192,Winter,0,2,22,0,4,1,Clear or partly cloudy,0.5,0.4848,0.59,0.2836,76
6193,Summer,0,8,15,0,2,1,Clear or partly cloudy,0.72,0.6515,0.34,0.2239,601
6194,Summer,1,8,1,0,4,1,Clear or partly cloudy,0.7,0.6667,0.79,0.1343,28
6195,Winter,1,1,1,0,5,1,Misty and/or cloudy,0.38,0.3939,0.76,0.2985,12
